ビードロ,ワンピー,カップル,シャーペン,ポリシー,モリカー,デコピン,ピーカー,ピーチク,パーチク,ハッピー,クラシッ,フカメラ,ドカメラ,ポーカー,ペットボ,パーカー,ワイトボ,タライチャ,クラスタ,スクリーン
1,3,7,2,1,22,1,1,1,1,1,4,1,12,1,2,3,2,1,1,4
