くしゃくしゃ,ぼさぼさ,つるつる,ぐしゃぐしゃ,おどおど,ふわふわ,ひらひら,くるくる,わくわく,ぶつぶつ
['\u3000周りには、そんな風にしてごみ箱に入り損ねたくしゃくしゃの紙がたくさん転がっていた。'],['\u3000叫んだかと思うと、彼は自分の髪の毛をぐしゃぐしゃと掻き混ぜた。伸ばしっぱなしで肩まである黒髪は、鳥の巣みたいにぼさぼさになってしまう。'],['\u3000髪のないつるつる頭の私は、黄緑色にするか薄水色にするかで悩んでいる彼を、わくわくしながら見つめていた。'],['\u3000叫んだかと思うと、彼は自分の髪の毛をぐしゃぐしゃと掻き混ぜた。伸ばしっぱなしで肩まである黒髪は、鳥の巣みたいにぼさぼさになってしまう。'],['\u3000魔術師見習いの怖がりでおどおどした女の子が、仲間を見つけて徐々に成長していって、最後は誰からも尊敬される大魔術師になって、愛する人と結婚するという物語。彼が、一番はじめに書いた物語。'],['\u3000声が聞こえて、私は振り返る。そこには、ふわふわのうぇーぶがかかった栗色の髪を、腰まで伸ばした女の子が立っていた。'],['\u3000彼の後をついていきながらみうなちゃんは、私に向かってひらひらと手を振る。それに私も小さく手を振り返した。'],['\u3000私は、単なる踊り子。物語の中で、彼の描き出すすとーりーに乗ってくるくる回るだけ。そこに、私の感情も何もあってはいけない。ほんの少しの胸の痛みには気がつかないふりをするのが一番だ。'],['\u3000髪のないつるつる頭の私は、黄緑色にするか薄水色にするかで悩んでいる彼を、わくわくしながら見つめていた。'],['\u3000ぶつぶつ言いながら彼は、傍に置いてあるのーとをめくる。']
