ブルブル,ヒヤヒヤ,サラサラ
['\u3000全速力で駆け抜けた後のように、体がブルブルと震える。\n'],['「それは違うよ。僕はあんまりプレッシャーが態度に出ないみたいでね。本当はいつも負けるんじゃないかってヒヤヒヤしてた」\n'],['\u3000大きなメガネに女の子が裸足で逃げ出すサラサラの長い髪の毛。\n']
