ピカピカ,キラキラ,シャキシャキ
"['\u3000ポチはこのために、行ったことも無かった「犬の美容室」に連れて行かれ全身をピカピカにされた。', '\u3000お祖母さんはシャキシャキとよく動いて家の中はいつもピカピカだ。']",['\u3000目をキラキラさせて、自分のご飯を作ってくれると言うことが分かっているようだった。'],['\u3000お祖母さんはシャキシャキとよく動いて家の中はいつもピカピカだ。']
