ぽこぽと,くっきー,くようだ,ぼんから,かっきり,はっきり,にたてら,うとする,よろしく,くっきり,わんぴー,するとく,いらしく,すーぱー,ころから,ぺんから,にこすれ,がやたら,もじゃもじ,むらから,がみつか,ひしめき,こんばん,くるばか,ことごと,ぱんもお,しながら
1,2,1,1,2,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,5
