さらさら,ふわふわ,きらきら,くすくす,たったっ
['\u3000この瞬間、すぐそばにあるごーるにむかう一歩ごとに私の中がさらさらと綺麗に崩れていった。'],['\u3000梨花ちゃんはふわふわとした可愛い子で、発表会ではいつもお姫様の役をするような子だった。'],['\u3000一緒にいるために必要だったそれが、心から夢中になれるものに変わって、自分でも最近の自分はきらきらしていると感じる。'],['「愛いやつじゃ～!」といって私がふざけると、周囲の友人たちはくすくす笑った。'],['\u3000たったったっ、と呼吸を合わせて軽快に走り私はだん！と足を蹴り体を浮かせて空に向かう。']
