ぴりぴり,ぐしゃぐしゃ,ごろごろ,がらがら
['\u3000そうだよな、少しの間保護するといえば、三人掛かりであれば、どうにか頑固で怖い父を説得出来るかもしれないし……そう思案する僕の耳に、ぴりぴりとした母の声が入った。'],['\u3000その様子もまた悲しくて、僕は、「もう起きないんだよ」とひどい声で嗚咽をこぼしながら、顔をぐしゃぐしゃにして泣いた。'],['\u3000僕と妹と、父と母の四人が周りに揃ったところで、鳴き続けていた仔猫の声が不意に止んだ。仔猫は安心したように愛らしい瞳を向けてきて、父が、何かに気付いたように不器用な手付きで撫でると、幸せそうにごろごろと喉を鳴らし始めた。'],['\u3000車は窓を閉め切っていたから気付かなかったが、その汚れた小さな猫は、がらがらになった掠れ声で必死に鳴いていた。僕はようやく思考が追い付いて、状況を悟った。']
