ピチピチ,ドンドン
['「うん、ピチピチ。でも、若いからこそ癌は大変なの。若いうちに癌にかかっちゃうとあっという間にがん細胞が広がっちゃうのよ。そして気がついた頃にはもう手遅れ」'],['ドンドンと叩いてもなにも反応がない。']
