クッキー,クルパー,ソロリソロ,ワンピー,プルルン,コンクリ,ビングダ,ジューシー,ネバサラ,サラダボ,チップス,ポタリポタ,コロノソ,チリサク,コンガン,シーフー,ガラクタ,ハードボ,バシャバシ,グーパン,ブラジャー,ソロジー,パープル,プースカ,キーワー,ハッキリ,フラフー,パッチリ,デコボコ,シャンプー,ペットボ,パックリ,スーパー,ピンポイ
3,1,1,21,1,2,4,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,2,2,1,1,6,2,1,2,1
