しながら,たらどん
['\u3000じゃむの瓶に蓄えた沢山の飴玉をゆっくりと減らしながら、私は眠りました。夜が明けても、日が暮れても、ずっと。甘い夢だけを観て、静かな子守唄だけを聴いて。角砂糖がぽろぽろ崩れるように、私の身体も、崩れていく気がしました。'],['\u3000飴玉ばかりを食べて過ごす毎日。まともに食事をしたのは、何日前でしょうか。怠いです。眠いです。重いです。私の身体の中を巡っているのは塩辛い血潮ではなくて、甘い砂糖水なのではないでしょうか。そうだったらどんなに素敵でしょう。私の身体には常に、両親の愛が満ちているのです。温かな闇の中で、私はそんな幻想に浸りました。']
