どろどろ,ほかほか,さらさら,ぽつりぽつり,ざらざら,ぼこぼこ,じりじり,じわじわ,きらきら,どんどん,ぷちぷち
['衝撃が菜々子の脳内を襲った。閉まっていたはずのどろどろとした嫌悪と恐怖が這い出してきた。'],['彼の隣にいると体も心もほかほかと温もって、安心して目を閉じて、ゆるやかに微睡むことができた。'],['かうんたーの上に乗っていた砂時計をひっくり返す。さらさらとぴんくの砂が落ちていく。'],['ぽつりぽつりと語られる真実に、手が震えた。'],['大切な人が睡眠導入剤で眠ったとき、耳は音を拾わなくなっていて、鼻はにおいを嗅ぎ取らなくなっていて、口の中はやけにざらざらとしていて、感覚すら断たれていて、目だけが、鏡に映った自分の目だけが、じりじりと自分を突き刺すように見返していた。'],['大切な人の涙と絶望を見たとき、ぼこぼこと零れそうだった怒りの溶岩が瞬時に固まって、冷風が吹き荒れて、頭の先から足の先まで細かな氷が滑り落ちた。'],['大切な人が睡眠導入剤で眠ったとき、耳は音を拾わなくなっていて、鼻はにおいを嗅ぎ取らなくなっていて、口の中はやけにざらざらとしていて、感覚すら断たれていて、目だけが、鏡に映った自分の目だけが、じりじりと自分を突き刺すように見返していた。'],['電気けとるがぴぴっと鳴って、お湯が沸いたことを知らせた。てぃーかっぷを棚から取り出して、だーじりんのてぃーぱっくをひとつずつかっぷの中に置いた。上から丁寧にお湯を注いだ。飴色がじわじわと広がっていく。'],['もちろん欠点もあって、他人よりも好奇心旺盛で夢中になると視野が狭くなる。そんな時彼は夏の太陽みたいにきらきらと輝く。愛する物を照らして真っ直ぐそれに降り注ぐ。'],['「昔から、ああじゃなかったの。母が死んでからお酒に溺れるようになって、どんどんえすかれーとしていったの。何言っても殴られるから、暴力が怖くて怖くて、逃げるために大学進学を理由に上京してきたんだ」'],['ぷちぷちと細かに筋を断つ音と、']
