ちくちく,ずたずた,ぞろぞろ,いらいら
['\u3000大通りに出ても子供たちの姿はない。冷たい感覚が肌をちくちく刺した。振り向くと、すれ違う大人が、誰か必ず顔を背けた。まるでいけないものを見たような態度がどれもおばさんに重なった。'],['\u3000住宅街に差し掛かると、無関係な団欒が道路に漏れていた。世界に広がる無関係な光が、心をずたずたに裂いた。少年は目をつぶった。しかし苦しみからは逃れられなかった。'],['\u3000しばらくののちぞろぞろと人波が割れた。少年は無数の視線を浴びて、溺れるような息苦しさの中、錠が壊された戸を抜けた。'],['\u3000まさとは担任の方を見ず、怒鳴り返した。制止に効果はなかった。邪魔されて、いらいらが募っただけだった。']
