カーボー,ワンピー,キーボー,カップル,ワンシー,シャーペン,コンクリ,ジーパン,グーパン,パープル,クスシー,グラウン,シーズン,カップリ,ペットボ,シャンパン,パーカー,スパイラ
3,4,1,1,2,1,1,2,1,1,2,2,1,5,1,1,1,1
