クッキー,ワンピー,チョコチッ,チップス,キーボン,ハッピー,ピンキー,チョコブラ,ブラジャー,ワーカー,クリアー,カステラ,ワークリ,タッパー,ビーフン
17,3,3,3,2,1,2,2,1,1,1,7,1,1,1
