ごつごつ,だらだら
['\u3000頷きながら彼女の細い首を指で撫でた。皺が増えてごつごつとした僕の指は、瑞々しい彼女の肌とはまるで正反対のように思えた。'],['\u3000しかし、その中で好きとか愛してるなんて言葉が交わされた事は一度もないし、付き合うなんて約束をした覚えもない。それでも尚、だらだらと続く僕らの関係。食事や映画、遊園地に水族館と様々な場所に二人で出掛けた。歩く時には手を繋ぎ、むーどが高まればきすをして、身体を重ねた回数も数えきれない。']
