ポーカー
['\u3000どこまでもまっすぐな深緑の瞳には、貼り付けたような無表情の男が映り込んでいた。表面だけはポーカーフェイスを装えていたかもしれないが、何がしかのざわめきを抑えきれずにいるのは誰の目にも明らかだろう。']
