がぶつか,げたとこ,くっきー,ばらくす,がんでこ,どんくさ,にたくさ,くるから,わなくちゃ,はっきり,うとする,うだから,よろしく,けたかっ,くりびん,きしめた,ぶつくさ,ぶらうん,がみこん,からきー,しっかり,しくくっ,おいとこ,わんぴー,わんばか,もたくさ,ちんへと,とことん,すること,かったら,からする,しなかっ,たっぷり,しっくり,ちらへと,こんばん,ひたすら,きしめら,びしょびし,するつん,かったっ,にこちら,しながら,ふわのた
1,1,1,6,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,3,2,4,1,2,1,2,1,1,1,1,1,1,10,1
