ことしな,こんくー,りんへと,きしめた,うとする
['\u3000こんなことしなくて、いいのに、と彼女はまた、顔を歪ませた。'],"['\u3000その名を冠に持つこんくーるの一次審査を控えていて、彼女がいたりあに行く、と告げた時、僕はこんくーるがある、としか、言えなかった。', '\u3000その名を冠に持つこんくーるの一次審査を控えていて、彼女がいたりあに行く、と告げた時、僕はこんくーるがある、としか、言えなかった。']",['\u3000僕は彼女と共にふぃれんつぇを拠点に活動をした。彼女は鞄職人として、どぅおもというどーむ型の教会の近くに居を構えた工房の一角を任され、僕は、時にうぃーんへ時にべるりんへと往き交いながらも、ゆっくりといたりあに根を張った。'],['\u3000僕はその張り詰めた右手も捉え、巻き込み、抱きしめた。'],['\u3000ああ、と言いながら動き出そうとする左手を握って堪えた。']
