わんばか,ぐらうん,こんくり
['\u3000深雪の唇は熱による乾燥の為かかさついて、熱かった。深雪はとろーちを舐めずにごくりと呑み込んだ。深雪の見開いた目が雪を見る。雪も深雪を見つめ返す。深雪は唇を、大切な物の一部のようにきゅ、と引き結ぶと、熱の為か別の理由の為か潤んだ瞳で雪を見続けた。まるで一度、目を離したら雪が消えてしまうとでも言わんばかりに。'],['\u3000こんくりーとの壁。ぐらうんどの砂埃。'],['\u3000こんくりーとの壁。ぐらうんどの砂埃。']
