グラウン,スーパー
"['\u3000｜夕焼《ゆうや》けを｜映《うつ》すガラスの｜先《さき》には、グラウンドで｜練習《れんしゅう》を｜続《つづ》ける｜運動部《うんどうぶ》の｜姿《すがた》。スポーツも｜勉強《べんきょう》も｜得意《とくい》なはずなのに、｜彼《かれ》が｜帰宅部《きたくぶ》を｜選《えら》んだ｜理由《りゆう》をわたしは｜知《し》らない。\n', '\u3000｜足《あし》を｜引《ひ》っ｜張《ぱ》るプールの｜手《て》に、｜開《あ》かずのトイレ。｜手招《てまね》きする｜鏡《かがみ》の｜人影《ひとかげ》、｜理科室《りかしつ》で｜踊《おど》る｜骸骨《がいこつ》に、グラウンドを｜走《はし》る｜足首《あしくび》。どれも｜根拠《こんきょ》のない｜噂《うわさ》さ。みんな｜面白《おもしろ》いように｜話《はなし》を｜広《ひろ》げてしまうからね。\n']",['\u3000スーパーや｜新聞《しんぶん》の｜粗品《そしな》は、｜開《あ》けられることもなく、ごみ｜袋《ぶくろ》に｜詰《つ》められた。\n']
