へらへら,そろそろ,さらさら,がたがた,おずおず,ぐるぐる
['「前から思っていたのだけれど、少々おつむが足りないんじゃないかしら。何を言われてもへらへら笑ってるし……」\n'],['\u3000冷たい夫も、口さがない貴族たちも、男児を生めば振り向いてくれる、何も言わなくなる―――そう自分に言い聞かせ、現状を耐えているが、そろそろ限界なのかもしれない。\n'],"['\u3000父親譲りの金髪が降り注ぐ陽光にきらめき、動くたびにさらさらと揺れている。肌は白く、唇は赤く、鼻筋は真っ直ぐに通り、宗教画の天使を思わせる優美な容貌で、将来は父親を凌ぐ美青年になると思われた。\n', '\u3000かくして摂政権はまりあんぬの手中に収められたが、彼女は宰相におもねるつもりなどさらさらなかった。\n']",['\u3000がたがたと震えだしたしゃるろってに、冗談よ、と笑って言うが、目が笑っていないことに気づいたのだろう。ますます青褪め、気を失いそうになっていた。\n'],['\u3000令嬢―――今は既婚者なのでやはり貴婦人と呼ぶべきだろう―――はおずおずと、まりあんぬのご機嫌を伺うように言った。\n'],['\u3000頭の中をぐるぐると回るのは疑問だった。\n']
