パチパチ,ポタポタ,ガラガラ,ガチガチ,キラキラ,スカスカ
['\u3000炎が爆ぜるパチパチという音。\n'],['\u3000いつもの喫茶店から家に引き上げる途中の坂道で、小学生くらいの男の子が二人、女の子が一人。蹲ってアイスを食べながら、無邪気で他愛ない話をしていた。人工的な水色のアイスは南極の氷のように熱によって溶け、ポタポタとアスファルトに垂れている。\n'],['\u3000今、金槌で頭をこつんとすればガラガラと崩れそうだ。\n'],['「おじいちゃんには、時々、お菓子を作ります。クッキーとか。一番、喜んでくれたのは、シュークリームかな。おじいちゃん、歯が弱いから、あんまり硬いのは作りません。クッキーも、ガチガチなのとかは作らない。…この和菓子、可愛いですね」\n'],['「では違い棚に、ビー玉やおはじきと交互に並べてはどうでしょう。陽が当たったら硝子の反射を受けてキラキラ光りますよ」\n'],['「―――――――――――そう。ずっと、誰かに叱って欲しかったんです、私。そんな息子は突き放せ。そんなの、本当の貴方じゃないでしょうって。…でも誰も、そんなこと言ってくれなかった。当たり障りのない優しい言葉ばっかり…中身なんて無い、スカスカの……寂しかったんです、それも…」\n']
