がやがや,きらきら,どんどん,もごもご
['がやがやと騒がしい周囲と膜で隔てられたような空気のなか、穂乃果は瞬いた。'],['彼の瞳がきらきらと光っているように見えた。'],['「親とぶつかるようになって、まあ反抗期だし仕方がないことなんだろうけどさ、毎回決まった文句で言い返してたら、どんどん口の中がすっぱくなってきて」'],['忠宏はしゃーぺんを片手に持ったまま、目線を下げた。こんたくとれんずに手を伸ばさないで、口をもごもごとさせた。「しまったなぁ」と小さな声で呟いた。']
