しなかっ,くすこと,はたぶん,うとしな,がらさら,がやたら,からかっ,すること,わなかっ,かすこと
"['\u3000父のように無視したり、母のように容姿を貶したりしなかった。', '\u3000いや、そんなものは初めから存在しなかったのかもしれない。']",['\u3000目を見開いて立ち尽くすことしかできない間抜けな私を、おーてぃすはひどく冷めた目で見下ろし、形の良い唇を動かして言った。'],['\u3000私はたぶん、幻に焦がれていた。'],"['\u3000私の中から溢(あふ)れ出す血を止めようと白い手を汚し、その行為が全く意味を成さないことを知っているはずなのに、いつまで経っても手を離そうとしない。', '『あの赤毛の泣き顔を見るのが楽しいなんて、自分でも悪趣味だと思うよ。しかもあいつ、何をされても俺から離れようとしないんだぜ？\u3000馬鹿な女だよな』']",['\u3000私は温かい血を浴びながらさらに微笑んだ。'],['\u3000手足は冷えきっており、血を流す首だけがやたらと熱く感じられた。'],['\u3000からかって、いじめて遊ぶための玩具。'],"['\u3000次の日からおーてぃすと妹は人目を気にすることなく寄り添い合うようになった。', '\u3000言葉の意味を理解することはできなかった。']",['\u3000愛してほしかったけれど、それは叶わなかった。ならばせめて、記憶の片隅に私の存在を留めておいてほしいと思った。'],['\u3000その頃の私は日によっては寝台から起き上がることさえ億劫（おっくう）で、髪を梳（と）かすこともせず、寝間着のまま横たわっていた。']
