こそうだ,しっかり,たらしく,すること,ひたすら,はっきり,まること
['\u3000突如として振られた話題に、何かひっかかるものを感じてはいたが無視してもしつこそうだったので一応返事はしたのだ。'],['\u3000しかも、私にではなく両親に対して告げられた言葉。その指はしっかりと私のお腹を指しており、まるで子供があのおもちゃが欲しいと言っているように。'],"['\u3000妹は黒服のいかにも危ない系の男たちに抱えられるような形で帰ってきて、その顔は見たことがないほどに腫れ上がっていたらしく生きているのか疑ったほどだったそうだ。', '\u3000なんでも妹は私の子供を奪うために財政界の大物たちに接触を図り、彼らの愛人になろうとした。そんな中で標的に選んだのがその女性の旦那だったらしく、よくてれびで名前の出る大物政治家だった。', '\u3000だが、その政治家は奥さんの実家の権力と財力でのし上がったらしく、奥さんには頭が上がらなかった。そんな人の旦那に隠すことなく堂々と接触し、誘惑したものだから当然逆鱗に触れた。']","['\u3000私が妹に甘くないとこの時になってようやく彼女も気付いたようで、以後私に直接彼女がお願いをすることはなくなった。', '\u3000両親に頼みごとをすることがなくなり、家に寄りつかなくなった。']",['\u3000その言葉を聞いた瞬間、私は狂乱し、手元のなーすこーるをひたすら押し続けた。'],['\u3000ぼそっと呟くような言葉だったにも関わらず、私の耳にははっきりと聞こえていた。'],['\u3000妹の増長は収まることなく、悪化していった。']
