すればき,からこそ,とこちら,きしめら,ぬくもり,わなかっ,はっきり,きしめた
['\u3000そうすればきっと、姉は自分で自分を殺める必要なく、だめな妹の私に手を焼いて、困ったようにあの微笑みを浮かべるはずだから。'],['\u3000正しい事を正しく、間違っている事を間違っていると認め動き続ける完璧な存在。だからこそ、人々は崇拝にも似た感情を向けていたのだろう。'],['\u3000血溜まりの中心に横たわった姉は、じっとこちらを見つめていた。'],['\u3000長い時間抱きしめられたままでいても、私は決して自分から「離してほしい」とは言わなかった。女同士だから抵抗はなかったし、少しでも姉の助けになるならいいと思った。'],['\u3000寒さに震えて目を覚ました。隣に姉の姿はなく、まだぬくもりが残るべっどの上には代わるように私宛ての手紙が置かれていた。'],"['\u3000長い時間抱きしめられたままでいても、私は決して自分から「離してほしい」とは言わなかった。女同士だから抵抗はなかったし、少しでも姉の助けになるならいいと思った。', '\u3000周囲の期待に応えるだけの努力を積み重ね、自分の立ち位置を確保しているのだと、信じて疑わなかった。']","['「どうしたの？」と尋ねると姉は「何となく」と答えた。いつもはっきりと答える姉にしては妙に曖昧な答えだと思ったけれど、姉も人間なんだから、誰かに甘えたくなる時もあるよなぁと、ただされるがままにしていた。', '\u3000塀から顔を出して下を覗き込んだ。六階分下にある地面は、夜だというのに外灯に照らされてはっきりと見えた。']",['\u3000いつだったか、姉の部屋を訪ねたついでに姉に言葉をかけると、姉はいつものように頭を撫で、おもむろに私の体を抱きしめたのだ。']
