とんとん,うんうん,ぶらぶら
['\u3000そんな事を考えていると、てーぶるの上に置いた右手を、誰かにとんとんと叩かれたような気がした。'],['\u3000思わずそう呟くと、ふち奈さんはうんうんと何度も頷いた。'],['\u3000ふち奈さんは、てーぶるの端に腰かけて、機嫌良さそうに足をぶらぶらと揺らせている。']
