くらいじ,もそもじ,からさら,ころがた,りんはた,りんから,こんくり,きりびん,はきちん
['「わしに出来る事はこのくらいじゃ……許してくれ」'],['\u3000じじいに残された時間は少ない。今からいんたーねっとで里親募集をしている暇は無いし、そもそもじじいはいんたーねっとを使うとういるすで病気になると勘違いしていたのでぱそこんが無かった。'],['\u3000それからさらに時が経った。まりりんとたろーの子供達は繁殖期を迎え、砂漠とかげたちはさらに数を増やした。にほんやもり達も、砂漠とかげの『床』の領土は犯さず、『壁』という立体的な領土を持っていたので滅多なことでは争いにならなかった。'],['\u3000一方、廃墟と化したじじいの家にはところどころがたが来ていたが、これがかえって幸いした。隙間からよく分からない謎の生き物が入り込んでくるようになり、じじいの食える部分が無くなっても、たろー達が食事に困る事は無かった。'],['\u3000まりりんが身ごもったのである。まりりんはたろーの卵をお腹に宿し、出産の時期を迎えた。'],['\u3000砂漠とかげは周りに目立たない暗がりに卵を産む。まりりんが卵を産んだのは、じじいの頭骨の中だった。頭蓋骨はちょうど目の部分が二つ空いており、まりりんからすれば頑丈なしぇるたーに見えたのだろう。'],['\u3000野生のやもりもこんくりーとなどを舐めてみねらるを補充するのだが、たろーとまりりんも本能的に、人間からすけるとんにじょぶちぇんじしたじじいの骨を舐めてかるしうむを補っていた。'],['\u3000名もなきりびんぐでっどにより建国されたとかげ達の王国。それがどこまで繁栄していくかは分からない。だが、じじいの死は今もなお、とかげ達の血肉となって脈々と受け継がれている。'],['\u3000だが、これだけでは完全とは言えない。虫の身体はきちん質と呼ばれる成分で構成されており、虫だけ与えていると、かるしうむが不足し、骨がぐにゃぐにゃになるくる病になってしまう。']
