ジャンキー,ワンピー
"['\u3000康平のとんでもない仲間たち、やくざの組長やら、はたまた弁護士事務所を開いているエリート、ジャンキーの情報屋、有名なクラブのママや街の顔役、バッタモンの売り子、彼ら１０数名に遊ばれ揉まれ私は過ごした。', '\u3000ジャンキーな情報屋の鐡さんには、パソコンのいろいろを教わったり、パッチモンやアクセサリーを路上で売ってるいつも寝ぼけているような櫂クンには、危ない街の歩き方を教わり、と、私の毎日はそうして過ぎていった。']",['\u3000玄関の大きな姿見には、タイトなミニのワンピースを着た綺麗な赤い髪をした私が映っていた。']
