がぶつか,まるばか,うとしな,もじがば,はっきり,うとする,わなかっ,しっかり,ことしと,もおばさ,くんはき,すること,つらかっ,しなかっ,のおばさ,じんがや,にこびり,ずらする,こんくー,しながら,うかとぼ
1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1
