しっかり,かったら,するとこ
['\u3000こんなふざけた病院だとしても、しっかりとした医療機関。\n'],['\u3000やっぱり治らなかったら、そのぷろせす自体無駄なものに成り下がるだろう。\n'],['\u3000ここならばもしかするとこの不治の病が治せるかもしれない。\n']
