スカウト,シネクラ,ガチャガチ,クスキュー,ゴクゴック,グチャグチ,スカトロ,ワイトボ,ジタバタ,ワイパー,ゴミコン,カタコト,ブルピー,ブカメラ,サバゲー,キャッスル,フラクタ,カラコロ,ボクサー,ズルフラ,コンオタ,ランコリ,トロノー,ブラザー,コントロ,ダッフル,ウトプッ,バタフラ,トーチカ,パライソ,ガサゴソ,ゴキブリ,スッカラ,ムズアップ,バックネ,コンピュー,トースタ,サンプル,ガクブル,ブルンブル,ガタンゴトン,パッパカ,ダダダッ,コンキー,スクラン,イガグリ,サンドバ,カチャカチ,コンピコ,ブルコン,ランクス,ホッピー,バットコ,コンドー,スーパー,ガッチリ,カップル,バックド,プリンクラ,ガッカリ,ガクンガク,ヒットー,ガラクタ,プルンプル,ジートー,ハッスル,ドームシ,カッポカ,マザコン,ヒーメー,テクノロ,ブラジャー,ドタバタ,オートロ,キーボー,ブラウザ,バチコン,カチコチ,クスカリ,ワイドシ,ポッキー,ガシャガシ
2,1,6,1,1,5,1,1,2,2,1,2,1,1,18,1,1,1,2,1,1,1,1,1,8,1,1,2,4,1,3,2,2,1,9,6,3,5,2,1,2,4,1,1,3,1,1,2,1,1,2,2,1,8,12,1,7,1,1,1,1,1,2,1,1,6,1,1,1,1,2,7,2,5,8,7,1,1,8,1,2,1
