ガチャガチ,スクワー,ウトボー,スッキリ,ワイトボ,ジタバタ,サンキュー,タッパー,ハッキリ,ケットボ,コントロ,バッチリ,タタタッ,ムズアップ,グラサン,トップス,ランカラ,ランクス,ケットコ,ブーサン,スーパー,ガッチリ,トッパー,カップル,ガッカリ,ノータッ,プリクラ,ノープラ,ペットボ,ハッピー
3,1,1,1,2,1,2,4,1,3,2,7,1,2,1,5,1,1,2,1,5,3,2,4,1,2,18,1,13,1
