ビショビシ,スカウト,クラブス,コンパク,フラムク,ランゲー,ブラボー,ゲームク,ジタバタ,シナジー,ケットボ,メージト,カラフル,コントロ,アップスタ,サックス,ランクイ,バッチリ,ムズアップ,フカメラ,コンピュー,カッチカ,キューコン,サッパリ,クッキー,スーパー,ツートッ,カップル,ジタボー,スクトッ,コンサー,ピースタ,コンプリ,キーボー,ブラドー,クラブー,ハラジュク,ハッピー,コンクー
1,3,1,3,1,1,1,1,2,1,4,1,3,6,1,5,1,11,2,2,1,1,4,2,2,3,1,2,1,2,4,1,1,8,3,1,1,4,1
