フラワー,ジャーキー,サラフワ,パックス,カチンコチン,ジタバタ,シバブラン,ボクサー,ドボウル,コントロ,ゴキブリ,シバクッ,コロシバ,ランデブ,サンプル,ゴミムシ,コウモリ,クッキー,スーパー,スルプス,カップル,プッピー,デブシバ,ダックス,フワサラ,ガラクタ,ワイコン,チリンチリ,サングラ,テクノロ,コンプリ,ブラドー
1,19,14,1,3,1,1,26,2,8,3,1,4,1,1,2,1,2,1,2,1,23,9,13,1,1,1,1,1,1,1,1
