はっはっ,ごたごた
['『はっはっは……長生きはしてみるものですね。ええ、ええ。争いましょう。諍いましょう。魔道を、叡知を削り合いましょう……！』'],['「あっ、良いね。共に戦った仲間を裏切れないって体なら外面も傷付かないし。お互い、ひと族のごたごたに巻き込まれたからそういう建前の訓練にするって身内には伝えておこう。と言うことで勇者君、ひと族代表で頑張って」']
