ガラガラ,キラキラ,バタバタ
['\u3000しかし王子がやって来た途端、ユリアナの舞台はガラガラと崩れ去ったのである。'],['\u3000いつもは無表情なギルバートが天使と形容される美しい容姿をキラキラと輝かせ、いかにユリアナが王太子妃に相応しいかをクラウスに語りかける。数ヶ月前、お茶会で出会ってからギルバートはすっかりユリアナに惚れ込んでしまっていた。'],['\u3000ギルバートと目が合った瞬間、バタバタと倒れていく令嬢達。ユリアナは震える足で何とか踏みとどまったものの、完全にギルバートの美しさに飲まれていた。']
