サンドバ
['「毎夜、毎夜、毎夜ぁ！！\u3000僕のことを呼び出して、体の良いサンドバッグにしやがってぇ！！\u3000なにが『筋肉は叩いて伸ばす』だ！！\u3000伸びるわけないだろ、バカがぁ！！\u3000子育てを参考にしたとか言ってたけど、ソレは『子供は褒めて伸ばす』だし、そもそも『伸ばす』の意味間違えてんだよバカがぁ！！」']
