パキポキ,スカウト,ダボジャー,バックス,ガチャガチ,ゴキボー,コングラ,バシコン,スッキリ,ランゲー,フルボト,ブーメラ,ジタバタ,ブルオー,ザータッ,サンキュー,ヘッドバ,ブルピー,ハッキリ,サバゲー,ワイガヤ,コツコン,スイメー,キーワー,カラフル,コントロ,ブラカラ,バッチリ,ガサゴソ,ゴキブリ,バキボキ,ランクダ,グストー,タッフル,ムシャムシ,ランザク,ブルンブル,オーキー,トップス,ブルキュー,ガラゴロン,チャカワイ,カチャカチ,コンピコ,ブルコン,カツサン,スーパー,カップラ,グチョグチ,ゴックダブ,カステラ,シャッフル,シャララン,ガッチリ,カップル,ズタボロ,パーゲー,ガタゴト,ピークタ,ブラウズ,キリオタ,サングラ,トップカ,テクノロ,カラコン,コンプリ,ドタバタ,ドログラ,ピラメキ,キーボー,ピカツヤ,ブラウザ,オイスタ,ブルトッ,ポッコリ,ワーヘッ,ペットボ,ドーキー,ワイドシ,ハッピー
1,1,1,1,3,1,3,1,3,2,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,3,4,8,3,10,1,1,1,5,1,2,1,1,1,1,1,1,2,3,3,1,69,1,1,1,1,2,4,3,12,1,2,1,2,1,1,3,2,2,1,1,7,1,1,3,1,4,2,1,1,4,5,1,2,2
