ゲームカ,スカウト,ドバラン,スッキリ,パラメー,ガリバリ,ジタバタ,ハッキリ,クッサク,オードブ,ボクサー,ブラザー,コントロ,ドカタカ,ワーキャー,ウトプッ,バタフラ,ワクドキ,バッチリ,ブラコン,ゴキブリ,ヘッドシ,グラサン,パッチリ,スクオー,ガクブル,トップス,トコノコ,カチャカチ,ブルコン,クッキー,カツサン,スーパー,カップラ,コンチク,ズタボロ,ガッカリ,スクトッ,イガスル,ブラジャー,ゲームラ,ドタバタ,ズッキュー,オタサー,キーボー,カッテカ,ハッピー,グータラ,コンクー
1,2,1,5,2,1,1,4,1,2,1,98,3,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,5,1,2,1,1,1,1,1,2,2,1,1,3,1,9,1,1
