からにや,よろしく,しながら,だったじ,だったら,だったか,ぐってく,すること,たらしく,ぶつけら,するどっき,もりだっ,ぶつかっ,はっぴー,ついてく,かったら,かったか,ちゃらぶす
1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1
