ガチガチ,ボロボロ,ガシャガシャ
['「いや、そのときはガチガチに緊張しててそれどころじゃなかった」'],['\u3000勇者の膝が崩れる。聖女は慌てて治癒の魔法を施し、守護騎士と姫武将は勇者を守るために前に出る。しかし、すでに姫武将の鎧はボロボロになり、守護騎士の魔力の輝きも弱っている。傷も、少なくはない。'],['\u3000ガシャガシャッ、と雑踏。乾いた足音。']
