なみにこ,がしてく,けたから,はっきり,しながら,けたこと,さんがみ,うとらん,とっぷす,すること,きろめー,つけてく,めちゃくちゃ,ほっぺた,もこうし,かったか
1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1
