ヘッドロ,ジタバタ,ザータッ,ボクサー,コントロ,ランコロ,カップル,コンパッ,ピークタ,パースカ,カップリン,ブラジャー,プリクラ,オタサー
1,1,1,2,1,1,1,1,1,1,1,1,1,1
