メチャクチャ,フラワー,スカウト,バックス,コンゴト,ワイトボ,ジタバタ,トッタカ,カラコロ,ケットボ,コントロ,バッチリ,ブラコン,ガサゴソ,ゴキブリ,ズッギャー,ガランゴロン,ムズアップ,フカメラ,グースカ,コンピュー,オーホッ,サンプル,ヨロシク,トップス,ムシャクシャ,カチャカチ,プリザー,スーパー,パッシャー,ガッチリ,ガッカリ,サバサー,ガラクタ,ニコパー,メキシコ,サングラ,ゴロンゴロ,ガクモタ,スッゲー,ガタタタ,コンカラ
1,1,3,1,1,1,3,1,1,2,2,1,4,1,1,2,1,2,2,1,4,1,3,1,1,2,1,1,3,1,1,1,1,1,2,1,3,1,1,1,1,1
