たらこう,がしてく,くだから,ぶらじゃー,よろしく,ずかしく,すっきり,もこちら,いがする,くださっ,けたこと,ことはた,だったら,ほったら,ことだっ,うだから,どくさく,だったか,たっぷり,だったっ,おいてく,さんから,べたから,からわら,とっぷく,もそのこ,すること,ぼくもだ,てかけら,ばっかり,ころかす,ついたら,くつもり,しなかっ,とっくに,ちかのこ,もりだっ,もわから,けっつー,すってく,あははっ,かったっ,こともわ,ぶらぶか,からこそ,かったら,もこうし,わなかっ,ふさわし,かったか,うとしな,からこう,ふらつい,かってく
1,1,1,1,2,2,2,1,1,1,1,1,3,1,2,2,1,2,3,3,2,2,1,1,2,1,3,1,1,1,1,1,1,3,2,1,2,1,1,1,2,2,1,1,4,1,1,3,1,2,1,1,1,2
