うとする,しながら,しくしと,だったら,ことだっ,おーくに,ことがば,こともや,がってく,すること,こうへと,こともわ,かったら,いそうだ,げたかっ
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
