スカウト,コンパク,ハッキリ,コントロ,サンプル,カッチリ,コウモリ,ウジムシ,ガラクタ,チリンチリ,ピードタ,ハッピー,ハラワタ
1,2,4,1,1,1,1,1,1,2,1,1,2
