ふがこつ,こんもり,ふがほく,ことくら,だくすっ,びしょびし,ばらくす,はっきり,ぱさつい,くっきり,すっきり,がったら,しながら,ちらこそ,ことだら,うところ,やいとこ,だったら,からもた,たっぱー,ことすら,かきこん,ぶるから,ばしたら,ついにや,だったか,たっぷり,すっかり,だったっ,さんから,もわかっ,くねくた,からしば,すること,ずかしな,ことから,がっちり,ついたら,もそもこ,しなかっ,べたかっ,ちらのび,なようだ,すいから,にたくさ,ことべた,がらそろ,がらぱく,かったか,ばっちり,きりまじ,かりはっ,ぶつかり
1,1,1,1,1,2,1,1,1,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,6,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
