スッキリ,ブリザー,オートク,オーラン,ハッキリ,ポッキリ,ビシバシ,バッチリ,サングイ,バキボキ,ブラブカ,グッドタ,サンプル,ガクブル,キラオー,スクラン,カップル,トロベリ,グダグタ,トロメリ,コンプリ,モコワイ,ジタブル,チビデブ
2,1,1,33,1,1,1,2,2,1,1,1,1,5,2,1,6,3,1,1,1,1,1,1
