スクワー,ブリザー,カタコト,オーラン,トップク,バッチリ,ヨロコン,サングイ,コンサバ,ガクブル,クッキー,カップル,トロベリ,モゾウト,ノープラ,スッゲー,ビューパー,ハッピー,サーチラ
2,1,1,3,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1
