ゴタゴタ
['「あっ、良いね。共に戦った仲間を裏切れないって体なら外面も傷付かないし。お互い、ヒト族のゴタゴタに巻き込まれたからそういう建前の訓練にするって身内には伝えておこう。と言うことで勇者君、ヒト族代表で頑張って」']
