ガシャガシ,フルスイ,コウモリ
['\u3000ガシャガシャッ、と雑踏。乾いた足音。'],['\u3000フルスイングの股間殴打。それはまるであらゆる世界の何かと尻に触れてくる不埒者を憎む女性の怒りを束ねたような、あらゆる男の恐怖する渾身の一撃。'],['\u3000その力は強大。無数のコウモリや、霧に化ける能力を持ち、獣が如き身体能力を以てして、呪いや魔法に通じ、最大の特徴である不死じみた回復能力を持っていた。']
