トロピー,ヘッドロ,ガッカリ
['\u3000希望から絶望への相転移により発生したエネルギーは、エントロピーを凌駕する膨大な規模の熱量だった。\n'],['\u3000無言のニーナのヘッドロックにより、山羊は泡を吹いて気絶した。\n'],['\u3000だいぶ妥協して家猫以外のネコ科を求めたニーナは露骨にガッカリした。\n']
