じくじく,はらはら,からから
['じくじくと胸疼くのは\n'],"['はらはらと涙零れ\n', 'はらはらと涙\n', 'はらはらと涙零れる\n', 'はらはらと涙こぼれる\n']","['からから\u3000からから\n', 'からから\u3000からから\n', 'からから軋むその胸の\n']"
