きらきら,ぽろぽろ,ぼろぼろ,ぽかぽか,めらめら
['きらきらと綺麗なものだったり'],['ぽろぽろと'],['ぼろぼろと'],['ぽかぽかと温かいものだったり'],['めらめらと燃えるものだったり']
