ちらのこ,もたくさ,ことくら,わたしと,うしてか,もこころ,わなくに,かたぶく,のしかた,しこころ,ふがつら,くっつい,びしょびし,がしたか,ふさがっ,はっきり,うきこと,かたわら,かすがや,ごとしげ,うとする,ひそふら,げたぼく,いそうら,からとっ,のしずく,わたしば,やわたら,ねばかた,しながら,ふくから,ぶること,めたかっ,ひやわた,もりのこ,もこいじ,てかたぶ,かたしく,うところ,こともこ,せかもこ,ぼくのこ,つらしと,くださっ,うよもそ,かりうき,ひくしお,わいてく,だったら,のこがら,くらこと,かたむく,うるむら,ついたた,むらじと,ことだっ,ほかにこ,うきにた,たたちか,くすこと,がみのさ,もわすら,だったか,すっかり,わしかっ,がちぎり,めらわな,つらくさ,すいとこ,つらから,のこころ,つけぶり,もわする,うはへな,すること,ふるごと,うらふく,ひたぶる,つらむか,のさびし,かたねと,くさがく,ことから,もわじと,ついたら,つるらん,もぞする,うしてく,しなかっ,くたぎり,のしばし,とげざら,くだけた,のめのそ,のびてか,ことさら,にたへた,ころのこ,ひたすら,もさゆる,ころから,しばかり,からこそ,つかわし,かったら,ふかきち,わなかっ,ぼくはき,うとしな,ちかから,ずらわし,かきもり,うしたら,するわた,いそうだ,ころこそ
1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,8,1,1,1,1,5,1,1,1,1,6,1,2,1,4,1,2,1,2,1,1,1,1,1,1,1,9,2,3,1,1,1,1,6,1,11,1,1,1,1,1,1,2,1,2,1,1,1,9,1,1,2,1,1,4,5,2,1,2,37,2,1,4,1,1,1,1,9,1,1,1,3,1,5,1,1,1,1,1,2,1,1,1,1,1,5,5,5,1,4,1,2,1,1,1,2,3,2,1,2,1
