くっきり,おいがた
['\u3000木々と岩とのとんねるを抜けると、あたりいちめんが陽の光につつまれた。水は清《す》み、水中を泳ぐ鯉の黒い背と白い口がくっきりと見分けらるほどだった。'],['\u3000陽の光を浴びて金色《きんいろ》に光るお醤油《しょうゆ》からは、口をつける前から甘いにおいがただよった。']
