わくわく,どきどき,ばらばら
['\u3000小説を読んでわくわくしたことがありますね？\u3000はい、小説が書けます。'],['\u3000小説を読んでどきどきしたことがありますね？\u3000はい、小説が書けます。'],['\u3000どんだけばらばらな言葉の羅列でも、まず書いてみよう！']
