からこそ,はっきり,うとしな,ひたすら
['\u30000pだからこそ、なろうではまだうけない、見られない、素晴らしい景色との出会いが、いっぱいあるから。'],['\u3000はっきり見えるが届くことはほとんどない。'],['\u30000pの亡骸は沢山あるが、探そうとしないと、見つからない。'],['\u3000よじ登ろうと書く人、周りに目もくれずにひたすら書く人、絶壁やおあしすを見てぼーとする人。']
