がたいそ,だらうね,ひたすら
['「男だよ婆や。東の凪で立ち往生してゐた船団の男。王子と呼ばれ、かしづかれてゐた男。気高うて、愚かしうて、渦潮(うづしほ)のやうにつれない男。あたくしを見て驚き叫んだ顔がたいそうかわゆかつた。あの男が恋しい。抱いて口づけしたいのだよ」'],"['「騒ぎなど如何でも構ふものか。婆や、あたくしは欲しいものが出来たのだよ。何をしても手に入れたいものが。でもそれは今にも逃げやうとしてゐる……ねえ、婆やはきつと、あたくしを助けておくれだらうね。あたくしは、ほんの小魚の時分からお前に可愛がられたのを覚えてゐるよ。きつときつと婆やは、あたくしの望みを叶へておくれだらうね」', '「騒ぎなど如何でも構ふものか。婆や、あたくしは欲しいものが出来たのだよ。何をしても手に入れたいものが。でもそれは今にも逃げやうとしてゐる……ねえ、婆やはきつと、あたくしを助けておくれだらうね。あたくしは、ほんの小魚の時分からお前に可愛がられたのを覚えてゐるよ。きつときつと婆やは、あたくしの望みを叶へておくれだらうね」', '「では何がゐるのだらうね」']",['陽光から遠ざかり、人魚姫はひたすら深みを目指します。特別に煌めく黒真珠いろの髪と鱗、つやつやした青白い肌を持つ姫は、非常に華奢で麗しい、けれども妖しの娘でありました。まるで儚い、ほつそりとした優美な水母(くらげ)が致死の毒を持つやうに。']
