はっきり,うとする,すっきり,しながら,かりする,ぶかだっ,ころだっ,からたぶ,だったか,すっかり,たたまろ,とっくに,かったら,わなかっ
3,1,1,1,1,1,1,1,1,2,1,1,1,1
