うとする,てけぼり,しながら,ひっぱた,うところ,いがする,ことだっ,すっかり,すーぱー,かりから,すること,つけてく,ばりつい,からぼろ,たらふく,ほっぽっ,しばかり,かったら
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
