まざまざ,ぼろぼろ,すくすく
['\u3000その様子は桃太郎と組長の器の違いをまざまざと見せ付ける結果となりました。'],['\u3000乾はぼろぼろにされてしまいました。'],['\u3000実の父親の名前から桃太郎と名付けられたその子はすくすくと育ち、喧嘩が強く、男気に溢れた男となりました。']
